Title	Description	Sentiment	Category
Taylor Swift Has Been Leaning on Travis Kelce Following Fan's Tragic Death in Brazil	"“He’s been a huge support system for her right now."""	2	Travis Kelce
Ariana Madix Thinks Taylor Swift Is 'So Happy and Free' Dating Travis Kelce	"Ariana Madix is a self-proclaimed Taylor Swift fan — and she wholeheartedly approves of the pop star’s romance with Travis Kelce. “I think she seems so happy and free,” Madix, 38, told Extra on Tuesday, November 21, when asked about Swift’s relationship. “I l…"	2	Travis Kelce
Taylor Swift and Travis Kelce Are ‘in Love’: Inside Their Holiday Plans	"It’s beginning to look a lot like a fairy-tale holiday season for Taylor Swift and Travis Kelce. The couple have been moving full speed ahead, with Kelce attending Swift’s November 11 concert in Buenos Aires, Argentina, and both sides meeting each other’s fam…"	2	Travis Kelce
Garcia Twins Say Travis Kelce ‘Throws’ Taylor Swift Around ‘In the Bedroom’	"Nikki Garcia and Brie Garcia are huge supporters of Taylor Swift and Travis Kelce. “She’s so in love,” Nikki, 40, told the Daily Mail in a Wednesday, November 22, TikTok video. “It’s because she finally has a real man … He grabs her and throws her around.” Br…"	2	Travis Kelce
Taylor Swift Fans Dug Up Travis Kelce’s Old ‘Himbo’ Tweets	"Taylor Swift’s boyfriend is not a role for the faint-hearted, as Travis Kelce recently discovered. The pop star has ascended into a one-woman franchise that can turn tides of the box office, even the voting booth; a gargantuan swarm of “Swifties” are always r…"	2	Travis Kelce
"Jason, Travis Kelce thank Taylor Swift fans for No. 1 song"	"Jason and Travis Kelce might have a No. 1 song together, but they are well aware of who is responsible for the success of ""Fairytale of Philadelphia."" Score yet another win for Taylor Swift's legion of fans, nicknamed the Swifties. On Wednesday's episode of t…"	2	Travis Kelce
Jason Kelce’s Wife Not Interested In Being In The Spotlight Amid Taylor Swift/Travis Kelce Media Frenzy	"Jason Kelce’s wife, Kylie, is not looking to be featured in any of the Kelce/Taylor Swift media frenzy. For the past two months, the Kelce family has been in the spotlight since Travis began dating Swift. While participating in a field hockey clinic for child…"	2	Travis Kelce
Jason and Travis Kelce Thank Taylor Swift & Swifties For Sending Christmas Single to No. 1 on iTunes	"Travis Kelce is getting a taste of what Taylor Swift feels like when she tops the charts, and it’s all thanks to the Swifties. Related 10 First-Timers on Billboard’s Charts This Week: Travis Kelce, Jason Kelce, The Red Clay Strays… 11/22/2023 On the latest ep…"	1	Travis Kelce
Travis Kelce's Old Tweet Inspires Chipotle to Change Its Name	"The company even modified the sign at a Kansas City Chipotle. Chipotle is capitalizing on a marketing opportunity thanks to Travis Kelce's old resurfaced tweets. In the wake of pandemonium over the NFL star's budding relationship with Taylor Swift, Swifties a…"	2	Travis Kelce
"Jason, Travis Kelce Thank Taylor Swift Fans for No. 1 Song"	Jason Kelce raised over $1 million for Philadelphia charities with his debut Christmas album last year.	1	Travis Kelce
Travis Kelce reveals Thanksgiving plans as Taylor Swift remains in Brazil for holiday	"""I'll be feasting on KFC because I won't have anybody here,"" the two-time Super Bowl champ explained."	2	Travis Kelce
Travis and Jason Kelce thank Taylor Swift and Swifties for getting their Christmas song to No. 1	"On the New Heights podcast, Travis Kelce and Jason thanked Taylor Swift and Swift fans."	1	Travis Kelce
Here's Why Taylor Swift Is Seemingly Staying in Brazil for Thanksgiving	"There have been reports swirling that Taylor Swift was planning on spending Thanksgiving with her new boyfriend Travis Kelce, but that likely will not happen this year. It’s believed that Taylor will be spending the holiday in Brazil this week amid her concer…"	2	Travis Kelce
Travis And Jason Kelce Score Their First Billboard Chart Hit	"Travis Kelce has followed his girlfriend Taylor Swift by charting his first hit on the Billboard charts, ""Fairytale of Philadelphia,"" with his brother Jason Kelce."	2	Travis Kelce
Jason Sudeikis Calls Taylor Swift Kansas City’s ‘Adopted Daughter’	"Jason Sudeikis is grateful Taylor Swift has been spending so much time in his hometown of Kansas City amid her romance with Travis Kelce. “I was thankful to Taylor, just hanging out, coming to do two nights of [Eras Tour] shows here,” Sudeikis, 48, told The H…"	1	Travis Kelce
"Fact Check: Travis Kelce Responds to Taylor Swift Engagement Rumors, as Videos Claim?"	Videos that surfaced in November 2023 accurately reported that Travis Kelce publicly responded to Taylor Swift engagement rumors.	2	Travis Kelce
"What Travis Kelce, Patrick Mahomes, more are saying about Taylor Swift"	Several people close to Travis Kelce expressed their thoughts on his relationship with Taylor Swift ahead of Monday's Chiefs-Eagles tilt.	2	Travis Kelce
Is Taylor Swift at the Chiefs Game? Why She Skipped Travis Kelce’s Game Against The Eagles	Taylor Swift did not attend the Kansas City Chiefs-Philadelphia Eagles game on November 20 because of recent developments with her 'Eras Tour' in Brazil.	2	Travis Kelce
Eagles troll Chiefs with Taylor Swift reference after big win	"The team posted a picture of a green friendship bracelet that read ""Eagles win"" on Instagram​ following their 21-17 victory on Monday."	2	Travis Kelce
Everything Taylor Swift's Friends Have Said About Travis Kelce & Their New Relationship	"Taylor Swift‘s new love story with Travis Kelce has a lot of people talking, including the “Lavender Haze” singer’s friends! Taylor, 33, has been dating Travis, 34, since September. Since then, Taylor has attended several of the NFL player’s Kansas City Chief…"	2	Travis Kelce
"Donna Kelce ""Feels Bad"" About That Awkward Taylor Swift Interview"	"Apparently she ""still berates herself for how she handled"" it. :("	2	Travis Kelce
Travis Kelce's Mom Regrets Comments About Taylor Swift; Travis Called Her After That 'Today Show' Interview	"Travis Kelce‘s mom really regrets her initial comments about Taylor Swift. During an interview on The Today Show in early October, Donna Kelce was asked for her thoughts on the 33-year-old “Cruel Summer” singer after meeting her for the first time at one of t…"	2	Travis Kelce
Travis Kelce's Mom Regrets The Way She Handled A Taylor Swift Question	"Donna Kelce, the mother of the Kansas City Chiefs player, previously said on ""Today"" that meeting the pop star was ""OK."""	2	Travis Kelce
"Cara Delevingne Says Taylor Swift, Travis Kelce’s Romance Is 'Different'"	"Taylor Swift’s love for Travis Kelce is glowing in the dark, and pal Cara Delevingne is fully supportive of the budding romance. “I’m so, so happy for her,” Delevingne, 31, told E! News on Saturday, November 18, while at the 2023 Las Vegas Grand Prix. “I’m al…"	1	Travis Kelce
Why Taylor Swift Isn't at the Chiefs vs. Eagles Game Tonight	"Taylor was initially ""trying to manage going to the game."""	2	Travis Kelce
Travis Kelce Spills on ‘Mind-Blowing’ Taylor Swift Romance	"Gotham/GC Images Kansas City Chiefs tight end Travis Kelce—who at this point is as much America’s Sweetheart as his new girlfriend, Taylor Swift—served the Swifties well on Monday with a revealing Wall Street Journal cover story (and an accompanying, super s…"	2	Travis Kelce
"Taylor Swift, Travis Kelce Full Steam Ahead With Holiday Plans, Talking Christmas"	Taylor Swift and Travis Kelce are looking to get into the Christmas spirit as a couple ... we're told they're moving forward with plans to be together for the holidays. Sources close to the couple tell TMZ ... Taylor and Travis are trying to work…	2	Travis Kelce
"Travis Kelce Praises 'Genius' Taylor Swift, She's 'F***ing Mind-Blowing'"	Travis Kelce's love for Taylor Swift is much deeper than her looks and musical talent ... the NFL superstar says he's fascinated by her brain and learning new things from her every day. The Kansas City Chiefs tight end opened up on his relationship…	1	Travis Kelce
Are Travis Kelce & Taylor Swift Able to Celebrate Thanksgiving Together?	"Travis Kelce‘s girlfriend Taylor Swift can’t make it to his Monday Night Football game tonight (November 20) against the Philadelphia Eagles because she had an unexpected concert to perform after her Eras tour postponement over the weekend. However, fans are …"	2	Travis Kelce
"Cara Delevingne Says Taylor Swift-Travis Kelce Romance Is ""Different"""	"Everything has changed since Taylor Swift started dating Travis Kelce. After all, the pop superstar's friend Cara Delevingne believes her budding romance with the Kansas City Chiefs tight end is..."	2	Travis Kelce
Taylor Swift's Music Is Temporarily Banned From Philly Radio Station	This radio station won't be filling in the blank spaces with Taylor Swift hits this weekend.  A southeast Pennsylvania radio station announced that the pop superstar's music is temporarily...	3	Travis Kelce
Travis Kelce Reveals How His Love Story With Taylor Swift Really Began	"Travis Kelce is filling in the blank spaces of his relationship with Taylor Swift. While the Kansas City Chiefs tight end and the Grammy winner have taken their romance public in recent months,..."	2	Travis Kelce
Taylor Swift won't be in attendance to watch Kelce brothers at Chiefs-Eagles	"Taylor Swift won't be in Kansas City when Travis Kelce takes on his brother, Jason, in Monday's Super Bowl LVII rematch."	2	Travis Kelce
Travis Kelce says he’s ‘never dated’ anyone like Taylor Swift: ‘I’m not running away from any of it’	Travis Kelce is finally revealing what it’s like to be dating one of the biggest pop stars in the world: Taylor Swift.	2	Travis Kelce
Taylor Swift Changes Plans and Skipping Monday's Chiefs Game	The singer had been expected to cheer boyfriend Travis Kelce on in the matchup between the Kansas City Chiefs and the Philadelphia Eagles.	2	Travis Kelce
Report: Taylor Swift’s Parents Dating Travis Kelce’s Parents	"NASHVILLE, TN—In the latest relationship development that fans of the power couple called “adorable,” sources confirmed Thursday that Taylor Swift and Travis Kelce’s parents were dating. “Andrea, Scott, Donna, and Ed are all absolutely smitten with each other…"	2	Travis Kelce
Philly radio station 'punts' Swift from weekend playlist ahead of Chiefs-Eagles	"Taylor Swift grew up an Eagles fan, but her relationship with Chiefs tight end Travis Kelce is causing one Philadelphia radio station to take no chances."	3	Travis Kelce
Travis Kelce says Taylor Swift's lyric change at Argentina concert 'shocked' him	"Taylor Swift referenced Travis Kelce in a song and embraced the Chiefs star during her ""Eras Tour"" international concert series."	2	Travis Kelce
"Report: Travis Kelce, Taylor Swift's Parents Expected to Meet at Eagles vs. Chiefs"	Travis Kelce and Taylor Swift appear to be taking the next step in their relationship. The parents of the Chiefs tight end and world-renowned…	2	Travis Kelce
Taylor Swift’s ‘Karma’ Streams Rise After Her Nod to Travis Kelce	Streams and sales for the Midnights hit shot up after the pop star changed a lyric referencing her Kansas City Chiefs boyfriend during Eras Tour stop in Argentina	1	Travis Kelce
Why Travis Kelce Was MIA From Taylor Swift’s Argentina Eras Tour Stop	"They were jet set like Bonnie and Clyde... But not quite yet. After Travis Kelce hinted that he might be joining girlfriend Taylor Swift in Argentina for her Eras World Tour stops, Swifties..."	2	Travis Kelce
